,Grupo de edad,Sexo,Fecha,Contagios
0,00 - 04 años,M,2020-03-25,4
1,05 - 09 años,M,2020-03-25,2
2,10 - 14 años,M,2020-03-25,7
3,15 - 19 años,M,2020-03-25,8
4,20 - 24 años,M,2020-03-25,25
5,25 - 29 años,M,2020-03-25,61
6,30 - 34 años,M,2020-03-25,88
7,35 - 39 años,M,2020-03-25,72
8,40 - 44 años,M,2020-03-25,62
9,45 - 49 años,M,2020-03-25,47
10,50 - 54 años,M,2020-03-25,28
11,55 - 59 años,M,2020-03-25,30
12,60 - 64 años,M,2020-03-25,18
13,65 - 69 años,M,2020-03-25,14
14,70 - 74 años,M,2020-03-25,16
15,75 - 79 años,M,2020-03-25,8
16,80 y más años,M,2020-03-25,6
17,00 - 04 años,F,2020-03-25,6
18,05 - 09 años,F,2020-03-25,4
19,10 - 14 años,F,2020-03-25,2
20,15 - 19 años,F,2020-03-25,12
21,20 - 24 años,F,2020-03-25,43
22,25 - 29 años,F,2020-03-25,65
23,30 - 34 años,F,2020-03-25,80
24,35 - 39 años,F,2020-03-25,79
25,40 - 44 años,F,2020-03-25,63
26,45 - 49 años,F,2020-03-25,48
27,50 - 54 años,F,2020-03-25,33
28,55 - 59 años,F,2020-03-25,28
29,60 - 64 años,F,2020-03-25,27
30,65 - 69 años,F,2020-03-25,10
31,70 - 74 años,F,2020-03-25,7
32,75 - 79 años,F,2020-03-25,7
33,80 y más años,F,2020-03-25,2
34,00 - 04 años,M,2020-03-26,5
35,05 - 09 años,M,2020-03-26,2
36,10 - 14 años,M,2020-03-26,8
37,15 - 19 años,M,2020-03-26,9
38,20 - 24 años,M,2020-03-26,32
39,25 - 29 años,M,2020-03-26,75
40,30 - 34 años,M,2020-03-26,106
41,35 - 39 años,M,2020-03-26,86
42,40 - 44 años,M,2020-03-26,71
43,45 - 49 años,M,2020-03-26,55
44,50 - 54 años,M,2020-03-26,45
45,55 - 59 años,M,2020-03-26,34
46,60 - 64 años,M,2020-03-26,26
47,65 - 69 años,M,2020-03-26,18
48,70 - 74 años,M,2020-03-26,21
49,75 - 79 años,M,2020-03-26,8
50,80 y más años,M,2020-03-26,9
51,00 - 04 años,F,2020-03-26,7
52,05 - 09 años,F,2020-03-26,5
53,10 - 14 años,F,2020-03-26,3
54,15 - 19 años,F,2020-03-26,14
55,20 - 24 años,F,2020-03-26,50
56,25 - 29 años,F,2020-03-26,77
57,30 - 34 años,F,2020-03-26,98
58,35 - 39 años,F,2020-03-26,95
59,40 - 44 años,F,2020-03-26,82
60,45 - 49 años,F,2020-03-26,60
61,50 - 54 años,F,2020-03-26,46
62,55 - 59 años,F,2020-03-26,37
63,60 - 64 años,F,2020-03-26,34
64,65 - 69 años,F,2020-03-26,13
65,70 - 74 años,F,2020-03-26,11
66,75 - 79 años,F,2020-03-26,8
67,80 y más años,F,2020-03-26,2
68,00 - 04 años,M,2020-03-27,5
69,05 - 09 años,M,2020-03-27,2
70,10 - 14 años,M,2020-03-27,8
71,15 - 19 años,M,2020-03-27,13
72,20 - 24 años,M,2020-03-27,35
73,25 - 29 años,M,2020-03-27,87
74,30 - 34 años,M,2020-03-27,115
75,35 - 39 años,M,2020-03-27,96
76,40 - 44 años,M,2020-03-27,82
77,45 - 49 años,M,2020-03-27,69
78,50 - 54 años,M,2020-03-27,53
79,55 - 59 años,M,2020-03-27,44
80,60 - 64 años,M,2020-03-27,31
81,65 - 69 años,M,2020-03-27,23
82,70 - 74 años,M,2020-03-27,23
83,75 - 79 años,M,2020-03-27,9
84,80 y más años,M,2020-03-27,9
85,00 - 04 años,F,2020-03-27,7
86,05 - 09 años,F,2020-03-27,5
87,10 - 14 años,F,2020-03-27,4
88,15 - 19 años,F,2020-03-27,16
89,20 - 24 años,F,2020-03-27,54
90,25 - 29 años,F,2020-03-27,91
91,30 - 34 años,F,2020-03-27,113
92,35 - 39 años,F,2020-03-27,103
93,40 - 44 años,F,2020-03-27,90
94,45 - 49 años,F,2020-03-27,69
95,50 - 54 años,F,2020-03-27,54
96,55 - 59 años,F,2020-03-27,39
97,60 - 64 años,F,2020-03-27,38
98,65 - 69 años,F,2020-03-27,20
99,70 - 74 años,F,2020-03-27,13
100,75 - 79 años,F,2020-03-27,11
101,80 y más años,F,2020-03-27,3
102,00 - 04 años,M,2020-03-28,5
103,05 - 09 años,M,2020-03-28,4
104,10 - 14 años,M,2020-03-28,10
105,15 - 19 años,M,2020-03-28,16
106,20 - 24 años,M,2020-03-28,46
107,25 - 29 años,M,2020-03-28,100
108,30 - 34 años,M,2020-03-28,137
109,35 - 39 años,M,2020-03-28,119
110,40 - 44 años,M,2020-03-28,97
111,45 - 49 años,M,2020-03-28,86
112,50 - 54 años,M,2020-03-28,72
113,55 - 59 años,M,2020-03-28,58
114,60 - 64 años,M,2020-03-28,39
115,65 - 69 años,M,2020-03-28,27
116,70 - 74 años,M,2020-03-28,26
117,75 - 79 años,M,2020-03-28,12
118,80 y más años,M,2020-03-28,13
119,00 - 04 años,F,2020-03-28,9
120,05 - 09 años,F,2020-03-28,6
121,10 - 14 años,F,2020-03-28,6
122,15 - 19 años,F,2020-03-28,17
123,20 - 24 años,F,2020-03-28,60
124,25 - 29 años,F,2020-03-28,109
125,30 - 34 años,F,2020-03-28,131
126,35 - 39 años,F,2020-03-28,115
127,40 - 44 años,F,2020-03-28,95
128,45 - 49 años,F,2020-03-28,79
129,50 - 54 años,F,2020-03-28,67
130,55 - 59 años,F,2020-03-28,54
131,60 - 64 años,F,2020-03-28,47
132,65 - 69 años,F,2020-03-28,25
133,70 - 74 años,F,2020-03-28,16
134,75 - 79 años,F,2020-03-28,13
135,80 y más años,F,2020-03-28,7
136,00 - 04 años,M,2020-03-29,5
137,05 - 09 años,M,2020-03-29,4
138,10 - 14 años,M,2020-03-29,10
139,15 - 19 años,M,2020-03-29,17
140,20 - 24 años,M,2020-03-29,52
141,25 - 29 años,M,2020-03-29,107
142,30 - 34 años,M,2020-03-29,139
143,35 - 39 años,M,2020-03-29,133
144,40 - 44 años,M,2020-03-29,112
145,45 - 49 años,M,2020-03-29,95
146,50 - 54 años,M,2020-03-29,74
147,55 - 59 años,M,2020-03-29,69
148,60 - 64 años,M,2020-03-29,52
149,65 - 69 años,M,2020-03-29,34
150,70 - 74 años,M,2020-03-29,27
151,75 - 79 años,M,2020-03-29,15
152,80 y más años,M,2020-03-29,14
153,00 - 04 años,F,2020-03-29,10
154,05 - 09 años,F,2020-03-29,9
155,10 - 14 años,F,2020-03-29,6
156,15 - 19 años,F,2020-03-29,20
157,20 - 24 años,F,2020-03-29,66
158,25 - 29 años,F,2020-03-29,118
159,30 - 34 años,F,2020-03-29,144
160,35 - 39 años,F,2020-03-29,124
161,40 - 44 años,F,2020-03-29,108
162,45 - 49 años,F,2020-03-29,92
163,50 - 54 años,F,2020-03-29,71
164,55 - 59 años,F,2020-03-29,58
165,60 - 64 años,F,2020-03-29,50
166,65 - 69 años,F,2020-03-29,29
167,70 - 74 años,F,2020-03-29,20
168,75 - 79 años,F,2020-03-29,13
169,80 y más años,F,2020-03-29,9
170,00 - 04 años,M,2020-03-30,5
171,05 - 09 años,M,2020-03-30,4
172,10 - 14 años,M,2020-03-30,10
173,15 - 19 años,M,2020-03-30,18
174,20 - 24 años,M,2020-03-30,58
175,25 - 29 años,M,2020-03-30,116
176,30 - 34 años,M,2020-03-30,149
177,35 - 39 años,M,2020-03-30,142
178,40 - 44 años,M,2020-03-30,125
179,45 - 49 años,M,2020-03-30,108
180,50 - 54 años,M,2020-03-30,83
181,55 - 59 años,M,2020-03-30,76
182,60 - 64 años,M,2020-03-30,56
183,65 - 69 años,M,2020-03-30,38
184,70 - 74 años,M,2020-03-30,30
185,75 - 79 años,M,2020-03-30,18
186,80 y más años,M,2020-03-30,15
187,00 - 04 años,F,2020-03-30,10
188,05 - 09 años,F,2020-03-30,9
189,10 - 14 años,F,2020-03-30,9
190,15 - 19 años,F,2020-03-30,25
191,20 - 24 años,F,2020-03-30,66
192,25 - 29 años,F,2020-03-30,131
193,30 - 34 años,F,2020-03-30,160
194,35 - 39 años,F,2020-03-30,129
195,40 - 44 años,F,2020-03-30,113
196,45 - 49 años,F,2020-03-30,105
197,50 - 54 años,F,2020-03-30,79
198,55 - 59 años,F,2020-03-30,66
199,60 - 64 años,F,2020-03-30,53
200,65 - 69 años,F,2020-03-30,35
201,70 - 74 años,F,2020-03-30,22
202,75 - 79 años,F,2020-03-30,14
203,80 y más años,F,2020-03-30,11
204,00 - 04 años,M,2020-03-31,6
205,05 - 09 años,M,2020-03-31,4
206,10 - 14 años,M,2020-03-31,10
207,15 - 19 años,M,2020-03-31,22
208,20 - 24 años,M,2020-03-31,64
209,25 - 29 años,M,2020-03-31,128
210,30 - 34 años,M,2020-03-31,170
211,35 - 39 años,M,2020-03-31,158
212,40 - 44 años,M,2020-03-31,141
213,45 - 49 años,M,2020-03-31,125
214,50 - 54 años,M,2020-03-31,95
215,55 - 59 años,M,2020-03-31,86
216,60 - 64 años,M,2020-03-31,65
217,65 - 69 años,M,2020-03-31,45
218,70 - 74 años,M,2020-03-31,31
219,75 - 79 años,M,2020-03-31,19
220,80 y más años,M,2020-03-31,18
221,00 - 04 años,F,2020-03-31,12
222,05 - 09 años,F,2020-03-31,11
223,10 - 14 años,F,2020-03-31,12
224,15 - 19 años,F,2020-03-31,29
225,20 - 24 años,F,2020-03-31,77
226,25 - 29 años,F,2020-03-31,151
227,30 - 34 años,F,2020-03-31,179
228,35 - 39 años,F,2020-03-31,149
229,40 - 44 años,F,2020-03-31,125
230,45 - 49 años,F,2020-03-31,120
231,50 - 54 años,F,2020-03-31,89
232,55 - 59 años,F,2020-03-31,78
233,60 - 64 años,F,2020-03-31,61
234,65 - 69 años,F,2020-03-31,38
235,70 - 74 años,F,2020-03-31,25
236,75 - 79 años,F,2020-03-31,17
237,80 y más años,F,2020-03-31,13
238,00 - 04 años,M,2020-04-01,7
239,05 - 09 años,M,2020-04-01,7
240,10 - 14 años,M,2020-04-01,12
241,15 - 19 años,M,2020-04-01,26
242,20 - 24 años,M,2020-04-01,72
243,25 - 29 años,M,2020-04-01,147
244,30 - 34 años,M,2020-04-01,188
245,35 - 39 años,M,2020-04-01,174
246,40 - 44 años,M,2020-04-01,157
247,45 - 49 años,M,2020-04-01,139
248,50 - 54 años,M,2020-04-01,117
249,55 - 59 años,M,2020-04-01,107
250,60 - 64 años,M,2020-04-01,78
251,65 - 69 años,M,2020-04-01,50
252,70 - 74 años,M,2020-04-01,41
253,75 - 79 años,M,2020-04-01,25
254,80 y más años,M,2020-04-01,22
255,00 - 04 años,F,2020-04-01,12
256,05 - 09 años,F,2020-04-01,12
257,10 - 14 años,F,2020-04-01,13
258,15 - 19 años,F,2020-04-01,32
259,20 - 24 años,F,2020-04-01,93
260,25 - 29 años,F,2020-04-01,172
261,30 - 34 años,F,2020-04-01,205
262,35 - 39 años,F,2020-04-01,163
263,40 - 44 años,F,2020-04-01,154
264,45 - 49 años,F,2020-04-01,134
265,50 - 54 años,F,2020-04-01,110
266,55 - 59 años,F,2020-04-01,89
267,60 - 64 años,F,2020-04-01,70
268,65 - 69 años,F,2020-04-01,45
269,70 - 74 años,F,2020-04-01,32
270,75 - 79 años,F,2020-04-01,22
271,80 y más años,F,2020-04-01,17
272,00 - 04 años,M,2020-04-02,7
273,05 - 09 años,M,2020-04-02,7
274,10 - 14 años,M,2020-04-02,12
275,15 - 19 años,M,2020-04-02,27
276,20 - 24 años,M,2020-04-02,84
277,25 - 29 años,M,2020-04-02,154
278,30 - 34 años,M,2020-04-02,199
279,35 - 39 años,M,2020-04-02,185
280,40 - 44 años,M,2020-04-02,164
281,45 - 49 años,M,2020-04-02,151
282,50 - 54 años,M,2020-04-02,124
283,55 - 59 años,M,2020-04-02,116
284,60 - 64 años,M,2020-04-02,83
285,65 - 69 años,M,2020-04-02,55
286,70 - 74 años,M,2020-04-02,43
287,75 - 79 años,M,2020-04-02,27
288,80 y más años,M,2020-04-02,25
289,00 - 04 años,F,2020-04-02,12
290,05 - 09 años,F,2020-04-02,12
291,10 - 14 años,F,2020-04-02,15
292,15 - 19 años,F,2020-04-02,35
293,20 - 24 años,F,2020-04-02,101
294,25 - 29 años,F,2020-04-02,182
295,30 - 34 años,F,2020-04-02,221
296,35 - 39 años,F,2020-04-02,181
297,40 - 44 años,F,2020-04-02,160
298,45 - 49 años,F,2020-04-02,141
299,50 - 54 años,F,2020-04-02,119
300,55 - 59 años,F,2020-04-02,94
301,60 - 64 años,F,2020-04-02,78
302,65 - 69 años,F,2020-04-02,48
303,70 - 74 años,F,2020-04-02,33
304,75 - 79 años,F,2020-04-02,24
305,80 y más años,F,2020-04-02,19
306,00 - 04 años,M,2020-04-03,8
307,05 - 09 años,M,2020-04-03,9
308,10 - 14 años,M,2020-04-03,13
309,15 - 19 años,M,2020-04-03,34
310,20 - 24 años,M,2020-04-03,99
311,25 - 29 años,M,2020-04-03,187
312,30 - 34 años,M,2020-04-03,226
313,35 - 39 años,M,2020-04-03,213
314,40 - 44 años,M,2020-04-03,188
315,45 - 49 años,M,2020-04-03,171
316,50 - 54 años,M,2020-04-03,142
317,55 - 59 años,M,2020-04-03,130
318,60 - 64 años,M,2020-04-03,91
319,65 - 69 años,M,2020-04-03,63
320,70 - 74 años,M,2020-04-03,48
321,75 - 79 años,M,2020-04-03,35
322,80 y más años,M,2020-04-03,27
323,00 - 04 años,F,2020-04-03,13
324,05 - 09 años,F,2020-04-03,15
325,10 - 14 años,F,2020-04-03,17
326,15 - 19 años,F,2020-04-03,43
327,20 - 24 años,F,2020-04-03,119
328,25 - 29 años,F,2020-04-03,222
329,30 - 34 años,F,2020-04-03,254
330,35 - 39 años,F,2020-04-03,206
331,40 - 44 años,F,2020-04-03,180
332,45 - 49 años,F,2020-04-03,156
333,50 - 54 años,F,2020-04-03,139
334,55 - 59 años,F,2020-04-03,110
335,60 - 64 años,F,2020-04-03,90
336,65 - 69 años,F,2020-04-03,52
337,70 - 74 años,F,2020-04-03,43
338,75 - 79 años,F,2020-04-03,29
339,80 y más años,F,2020-04-03,26
340,00 - 04 años,M,2020-04-04,10
341,05 - 09 años,M,2020-04-04,10
342,10 - 14 años,M,2020-04-04,16
343,15 - 19 años,M,2020-04-04,37
344,20 - 24 años,M,2020-04-04,118
345,25 - 29 años,M,2020-04-04,222
346,30 - 34 años,M,2020-04-04,251
347,35 - 39 años,M,2020-04-04,234
348,40 - 44 años,M,2020-04-04,202
349,45 - 49 años,M,2020-04-04,192
350,50 - 54 años,M,2020-04-04,158
351,55 - 59 años,M,2020-04-04,139
352,60 - 64 años,M,2020-04-04,107
353,65 - 69 años,M,2020-04-04,70
354,70 - 74 años,M,2020-04-04,57
355,75 - 79 años,M,2020-04-04,43
356,80 y más años,M,2020-04-04,31
357,00 - 04 años,F,2020-04-04,13
358,05 - 09 años,F,2020-04-04,15
359,10 - 14 años,F,2020-04-04,20
360,15 - 19 años,F,2020-04-04,48
361,20 - 24 años,F,2020-04-04,130
362,25 - 29 años,F,2020-04-04,247
363,30 - 34 años,F,2020-04-04,267
364,35 - 39 años,F,2020-04-04,228
365,40 - 44 años,F,2020-04-04,194
366,45 - 49 años,F,2020-04-04,174
367,50 - 54 años,F,2020-04-04,154
368,55 - 59 años,F,2020-04-04,124
369,60 - 64 años,F,2020-04-04,99
370,65 - 69 años,F,2020-04-04,60
371,70 - 74 años,F,2020-04-04,50
372,75 - 79 años,F,2020-04-04,35
373,80 y más años,F,2020-04-04,30
374,00 - 04 años,M,2020-04-05,9
375,05 - 09 años,M,2020-04-05,11
376,10 - 14 años,M,2020-04-05,21
377,15 - 19 años,M,2020-04-05,42
378,20 - 24 años,M,2020-04-05,125
379,25 - 29 años,M,2020-04-05,236
380,30 - 34 años,M,2020-04-05,274
381,35 - 39 años,M,2020-04-05,251
382,40 - 44 años,M,2020-04-05,220
383,45 - 49 años,M,2020-04-05,206
384,50 - 54 años,M,2020-04-05,170
385,55 - 59 años,M,2020-04-05,148
386,60 - 64 años,M,2020-04-05,110
387,65 - 69 años,M,2020-04-05,75
388,70 - 74 años,M,2020-04-05,61
389,75 - 79 años,M,2020-04-05,46
390,80 y más años,M,2020-04-05,37
391,00 - 04 años,F,2020-04-05,13
392,05 - 09 años,F,2020-04-05,16
393,10 - 14 años,F,2020-04-05,20
394,15 - 19 años,F,2020-04-05,52
395,20 - 24 años,F,2020-04-05,138
396,25 - 29 años,F,2020-04-05,266
397,30 - 34 años,F,2020-04-05,281
398,35 - 39 años,F,2020-04-05,252
399,40 - 44 años,F,2020-04-05,209
400,45 - 49 años,F,2020-04-05,196
401,50 - 54 años,F,2020-04-05,172
402,55 - 59 años,F,2020-04-05,130
403,60 - 64 años,F,2020-04-05,105
404,65 - 69 años,F,2020-04-05,64
405,70 - 74 años,F,2020-04-05,56
406,75 - 79 años,F,2020-04-05,39
407,80 y más años,F,2020-04-05,31
408,00 - 04 años,M,2020-04-06,11
409,05 - 09 años,M,2020-04-06,13
410,10 - 14 años,M,2020-04-06,23
411,15 - 19 años,M,2020-04-06,50
412,20 - 24 años,M,2020-04-06,138
413,25 - 29 años,M,2020-04-06,252
414,30 - 34 años,M,2020-04-06,295
415,35 - 39 años,M,2020-04-06,263
416,40 - 44 años,M,2020-04-06,234
417,45 - 49 años,M,2020-04-06,221
418,50 - 54 años,M,2020-04-06,180
419,55 - 59 años,M,2020-04-06,159
420,60 - 64 años,M,2020-04-06,115
421,65 - 69 años,M,2020-04-06,82
422,70 - 74 años,M,2020-04-06,67
423,75 - 79 años,M,2020-04-06,48
424,80 y más años,M,2020-04-06,40
425,00 - 04 años,F,2020-04-06,15
426,05 - 09 años,F,2020-04-06,16
427,10 - 14 años,F,2020-04-06,23
428,15 - 19 años,F,2020-04-06,56
429,20 - 24 años,F,2020-04-06,144
430,25 - 29 años,F,2020-04-06,281
431,30 - 34 años,F,2020-04-06,297
432,35 - 39 años,F,2020-04-06,263
433,40 - 44 años,F,2020-04-06,217
434,45 - 49 años,F,2020-04-06,204
435,50 - 54 años,F,2020-04-06,180
436,55 - 59 años,F,2020-04-06,143
437,60 - 64 años,F,2020-04-06,113
438,65 - 69 años,F,2020-04-06,67
439,70 - 74 años,F,2020-04-06,58
440,75 - 79 años,F,2020-04-06,41
441,80 y más años,F,2020-04-06,37
442,00 - 04 años,M,2020-04-07,12
443,05 - 09 años,M,2020-04-07,14
444,10 - 14 años,M,2020-04-07,23
445,15 - 19 años,M,2020-04-07,52
446,20 - 24 años,M,2020-04-07,145
447,25 - 29 años,M,2020-04-07,268
448,30 - 34 años,M,2020-04-07,310
449,35 - 39 años,M,2020-04-07,276
450,40 - 44 años,M,2020-04-07,246
451,45 - 49 años,M,2020-04-07,234
452,50 - 54 años,M,2020-04-07,190
453,55 - 59 años,M,2020-04-07,170
454,60 - 64 años,M,2020-04-07,126
455,65 - 69 años,M,2020-04-07,91
456,70 - 74 años,M,2020-04-07,73
457,75 - 79 años,M,2020-04-07,50
458,80 y más años,M,2020-04-07,46
459,00 - 04 años,F,2020-04-07,16
460,05 - 09 años,F,2020-04-07,18
461,10 - 14 años,F,2020-04-07,25
462,15 - 19 años,F,2020-04-07,64
463,20 - 24 años,F,2020-04-07,150
464,25 - 29 años,F,2020-04-07,298
465,30 - 34 años,F,2020-04-07,309
466,35 - 39 años,F,2020-04-07,277
467,40 - 44 años,F,2020-04-07,232
468,45 - 49 años,F,2020-04-07,214
469,50 - 54 años,F,2020-04-07,194
470,55 - 59 años,F,2020-04-07,153
471,60 - 64 años,F,2020-04-07,124
472,65 - 69 años,F,2020-04-07,74
473,70 - 74 años,F,2020-04-07,60
474,75 - 79 años,F,2020-04-07,42
475,80 y más años,F,2020-04-07,41
476,00 - 04 años,M,2020-04-08,18
477,05 - 09 años,M,2020-04-08,17
478,10 - 14 años,M,2020-04-08,31
479,15 - 19 años,M,2020-04-08,56
480,20 - 24 años,M,2020-04-08,175
481,25 - 29 años,M,2020-04-08,312
482,30 - 34 años,M,2020-04-08,353
483,35 - 39 años,M,2020-04-08,324
484,40 - 44 años,M,2020-04-08,284
485,45 - 49 años,M,2020-04-08,274
486,50 - 54 años,M,2020-04-08,220
487,55 - 59 años,M,2020-04-08,197
488,60 - 64 años,M,2020-04-08,145
489,65 - 69 años,M,2020-04-08,101
490,70 - 74 años,M,2020-04-08,86
491,75 - 79 años,M,2020-04-08,60
492,80 y más años,M,2020-04-08,54
493,00 - 04 años,F,2020-04-08,21
494,05 - 09 años,F,2020-04-08,23
495,10 - 14 años,F,2020-04-08,34
496,15 - 19 años,F,2020-04-08,78
497,20 - 24 años,F,2020-04-08,177
498,25 - 29 años,F,2020-04-08,344
499,30 - 34 años,F,2020-04-08,357
500,35 - 39 años,F,2020-04-08,316
501,40 - 44 años,F,2020-04-08,272
502,45 - 49 años,F,2020-04-08,249
503,50 - 54 años,F,2020-04-08,237
504,55 - 59 años,F,2020-04-08,185
505,60 - 64 años,F,2020-04-08,138
506,65 - 69 años,F,2020-04-08,84
507,70 - 74 años,F,2020-04-08,69
508,75 - 79 años,F,2020-04-08,48
509,80 y más años,F,2020-04-08,58
510,00 - 04 años,M,2020-04-09,22
511,05 - 09 años,M,2020-04-09,18
512,10 - 14 años,M,2020-04-09,34
513,15 - 19 años,M,2020-04-09,60
514,20 - 24 años,M,2020-04-09,192
515,25 - 29 años,M,2020-04-09,332
516,30 - 34 años,M,2020-04-09,372
517,35 - 39 años,M,2020-04-09,340
518,40 - 44 años,M,2020-04-09,308
519,45 - 49 años,M,2020-04-09,289
520,50 - 54 años,M,2020-04-09,234
521,55 - 59 años,M,2020-04-09,216
522,60 - 64 años,M,2020-04-09,155
523,65 - 69 años,M,2020-04-09,110
524,70 - 74 años,M,2020-04-09,92
525,75 - 79 años,M,2020-04-09,66
526,80 y más años,M,2020-04-09,59
527,00 - 04 años,F,2020-04-09,27
528,05 - 09 años,F,2020-04-09,30
529,10 - 14 años,F,2020-04-09,36
530,15 - 19 años,F,2020-04-09,85
531,20 - 24 años,F,2020-04-09,205
532,25 - 29 años,F,2020-04-09,372
533,30 - 34 años,F,2020-04-09,378
534,35 - 39 años,F,2020-04-09,334
535,40 - 44 años,F,2020-04-09,290
536,45 - 49 años,F,2020-04-09,266
537,50 - 54 años,F,2020-04-09,251
538,55 - 59 años,F,2020-04-09,202
539,60 - 64 años,F,2020-04-09,148
540,65 - 69 años,F,2020-04-09,89
541,70 - 74 años,F,2020-04-09,74
542,75 - 79 años,F,2020-04-09,52
543,80 y más años,F,2020-04-09,72
544,00 - 04 años,M,2020-04-10,30
545,05 - 09 años,M,2020-04-10,20
546,10 - 14 años,M,2020-04-10,37
547,15 - 19 años,M,2020-04-10,65
548,20 - 24 años,M,2020-04-10,209
549,25 - 29 años,M,2020-04-10,366
550,30 - 34 años,M,2020-04-10,405
551,35 - 39 años,M,2020-04-10,372
552,40 - 44 años,M,2020-04-10,327
553,45 - 49 años,M,2020-04-10,303
554,50 - 54 años,M,2020-04-10,259
555,55 - 59 años,M,2020-04-10,232
556,60 - 64 años,M,2020-04-10,171
557,65 - 69 años,M,2020-04-10,119
558,70 - 74 años,M,2020-04-10,100
559,75 - 79 años,M,2020-04-10,70
560,80 y más años,M,2020-04-10,65
561,00 - 04 años,F,2020-04-10,30
562,05 - 09 años,F,2020-04-10,31
563,10 - 14 años,F,2020-04-10,39
564,15 - 19 años,F,2020-04-10,89
565,20 - 24 años,F,2020-04-10,217
566,25 - 29 años,F,2020-04-10,403
567,30 - 34 años,F,2020-04-10,413
568,35 - 39 años,F,2020-04-10,358
569,40 - 44 años,F,2020-04-10,314
570,45 - 49 años,F,2020-04-10,283
571,50 - 54 años,F,2020-04-10,271
572,55 - 59 años,F,2020-04-10,213
573,60 - 64 años,F,2020-04-10,155
574,65 - 69 años,F,2020-04-10,99
575,70 - 74 años,F,2020-04-10,82
576,75 - 79 años,F,2020-04-10,57
577,80 y más años,F,2020-04-10,88
578,00 - 04 años,M,2020-04-11,37
579,05 - 09 años,M,2020-04-11,27
580,10 - 14 años,M,2020-04-11,40
581,15 - 19 años,M,2020-04-11,69
582,20 - 24 años,M,2020-04-11,235
583,25 - 29 años,M,2020-04-11,389
584,30 - 34 años,M,2020-04-11,431
585,35 - 39 años,M,2020-04-11,384
586,40 - 44 años,M,2020-04-11,338
587,45 - 49 años,M,2020-04-11,326
588,50 - 54 años,M,2020-04-11,270
589,55 - 59 años,M,2020-04-11,245
590,60 - 64 años,M,2020-04-11,182
591,65 - 69 años,M,2020-04-11,125
592,70 - 74 años,M,2020-04-11,106
593,75 - 79 años,M,2020-04-11,74
594,80 y más años,M,2020-04-11,74
595,00 - 04 años,F,2020-04-11,32
596,05 - 09 años,F,2020-04-11,33
597,10 - 14 años,F,2020-04-11,42
598,15 - 19 años,F,2020-04-11,99
599,20 - 24 años,F,2020-04-11,230
600,25 - 29 años,F,2020-04-11,432
601,30 - 34 años,F,2020-04-11,440
602,35 - 39 años,F,2020-04-11,382
603,40 - 44 años,F,2020-04-11,329
604,45 - 49 años,F,2020-04-11,304
605,50 - 54 años,F,2020-04-11,282
606,55 - 59 años,F,2020-04-11,225
607,60 - 64 años,F,2020-04-11,166
608,65 - 69 años,F,2020-04-11,111
609,70 - 74 años,F,2020-04-11,87
610,75 - 79 años,F,2020-04-11,61
611,80 y más años,F,2020-04-11,95
612,00 - 04 años,M,2020-04-12,39
613,05 - 09 años,M,2020-04-12,27
614,10 - 14 años,M,2020-04-12,46
615,15 - 19 años,M,2020-04-12,73
616,20 - 24 años,M,2020-04-12,243
617,25 - 29 años,M,2020-04-12,409
618,30 - 34 años,M,2020-04-12,440
619,35 - 39 años,M,2020-04-12,399
620,40 - 44 años,M,2020-04-12,358
621,45 - 49 años,M,2020-04-12,342
622,50 - 54 años,M,2020-04-12,284
623,55 - 59 años,M,2020-04-12,258
624,60 - 64 años,M,2020-04-12,190
625,65 - 69 años,M,2020-04-12,130
626,70 - 74 años,M,2020-04-12,108
627,75 - 79 años,M,2020-04-12,77
628,80 y más años,M,2020-04-12,78
629,00 - 04 años,F,2020-04-12,36
630,05 - 09 años,F,2020-04-12,35
631,10 - 14 años,F,2020-04-12,44
632,15 - 19 años,F,2020-04-12,104
633,20 - 24 años,F,2020-04-12,239
634,25 - 29 años,F,2020-04-12,458
635,30 - 34 años,F,2020-04-12,470
636,35 - 39 años,F,2020-04-12,392
637,40 - 44 años,F,2020-04-12,342
638,45 - 49 años,F,2020-04-12,319
639,50 - 54 años,F,2020-04-12,294
640,55 - 59 años,F,2020-04-12,232
641,60 - 64 años,F,2020-04-12,175
642,65 - 69 años,F,2020-04-12,116
643,70 - 74 años,F,2020-04-12,94
644,75 - 79 años,F,2020-04-12,64
645,80 y más años,F,2020-04-12,101
646,00 - 04 años,M,2020-04-13,38
647,05 - 09 años,M,2020-04-13,27
648,10 - 14 años,M,2020-04-13,51
649,15 - 19 años,M,2020-04-13,77
650,20 - 24 años,M,2020-04-13,252
651,25 - 29 años,M,2020-04-13,434
652,30 - 34 años,M,2020-04-13,469
653,35 - 39 años,M,2020-04-13,423
654,40 - 44 años,M,2020-04-13,387
655,45 - 49 años,M,2020-04-13,357
656,50 - 54 años,M,2020-04-13,308
657,55 - 59 años,M,2020-04-13,268
658,60 - 64 años,M,2020-04-13,201
659,65 - 69 años,M,2020-04-13,135
660,70 - 74 años,M,2020-04-13,112
661,75 - 79 años,M,2020-04-13,80
662,80 y más años,M,2020-04-13,80
663,00 - 04 años,F,2020-04-13,39
664,05 - 09 años,F,2020-04-13,37
665,10 - 14 años,F,2020-04-13,48
666,15 - 19 años,F,2020-04-13,108
667,20 - 24 años,F,2020-04-13,253
668,25 - 29 años,F,2020-04-13,477
